#,id,typ,icrs_ra_h,icrs_ra_m,icrs_ra_s,icrs_dec_d,icrs_dec_m,icrs_dec_s,fk5_ra_h,fk5_ra_m,fk5_ra_s,fk5_dec_d,fk5_dec_m,fk5_dec_s,fk4_ra_h,fk4_ra_m,fk4_ra_s,fk4_dec_d,fk4_dec_m,fk4_dec_s,gal_ra,gal_dec,pm_ra,pm_dec,plx,Umag,Bmag,Vmag,Rmag,Gmag,Imag,spec.type
2800,* 68 Gem,**,07,33,36.4815791,+15,49,35.978923,07,33,36.4831142,+15,49,35.957046,07,30,45.3522001,+15,56,08.904747,203.1859693036,+16.3213012566,-28.64,-12.86,7.70,~,5.310,5.263,~,5.183,~,A1Vp
2801,HD 61630,*,07,40,47.1843030504,+13,46,16.509777024,07,40,47.1858258318,+13,46,16.487896360,07,37,58.5309488827,+13,53,17.911319693,205.8884546817369,+17.0518361708799,-2.705,-7.006,3.57,9.210,7.610,6.210,~,5.765,~,K0
2802,HD 59603,*,07,31,08.7825892896,+11,12,10.728420624,07,31,08.7841249681,+11,12,10.706549314,07,28,22.8227329138,+11,18,33.942051980,207.2698139438035,+13.8332595792085,-19.943,-13.616,4.50,~,7.65,6.36,~,5.999,~,K0
2803,HD 60275,*,07,34,04.9635986256,+10,34,05.070670392,07,34,04.9651302953,+10,34,05.048792133,07,31,19.8142701733,+10,40,40.168160387,208.1803785872737,+14.2105062212340,-31.832,-13.985,8.68,~,6.283,6.265,~,6.268,~,A0Vb
2804,HD 60803,SB*,07,36,34.7058306168,+05,51,43.818971508,07,36,34.7073584059,+05,51,43.797090166,07,33,55.0006709208,+05,58,27.038945356,212.8065868063563,+12.6987365568993,-109.817,27.662,24.08,~,6.479,5.888,~,5.754,~,G0V
2805,HD 61563,**,07,40,06.990432,+05,13,52.22928,07,40,06.991958,+05,13,52.20740,07,37,27.649299,+05,20,52.15981,213.790015736,+13.203382831,-4.8,-24.4,12.6,~,6.02,6.07,7.13,~,~,A0III
2806,* alf CMi,SB*,07,39,18.11950,+05,13,29.9552,07,39,18.12102,+05,13,29.9333,07,36,41.13706,+05,21,17.4119,213.70224138,+13.01939682,-714.59,-1036.80,284.56,0.82,0.79,0.37,-0.05,~,-0.28,F5IV-V+DQZ
2807,* del02 CMi,*,07,33,11.6657432976,+03,17,25.365062508,07,33,11.6672718310,+03,17,25.343185973,07,30,34.3875227480,+03,23,54.325004130,214.7637925135563,+10.7873043543617,-15.909,42.696,23.15,~,5.895,5.571,~,5.521,~,F0/2IV/V
2808,* del03 CMi,*,07,34,15.8926031424,+03,22,18.207554880,07,34,15.8941313207,+03,22,18.185676309,07,31,38.4880215331,+03,28,53.867401265,214.8134902288304,+11.0622774812663,-2.534,-5.305,4.60,~,5.789,5.817,~,5.815,~,B9V
2809,* del01 CMi,*,07,32,05.9488273416,+01,54,52.126832700,07,32,05.9503553266,+01,54,52.104958742,07,29,30.1009411447,+02,01,18.898670017,215.8821050676909,+09.9168410403623,-2.129,-0.868,3.99,~,5.448,5.233,~,5.190,~,F0V
2810,* 25 Mon,dS*,07,37,16.6910262168,-04,06,39.533872608,07,37,16.6925524179,-04,06,39.555754348,07,34,47.5068239087,-03,59,52.624686238,221.8941051456255,+08.2610455139101,-67.624,16.998,15.80,~,5.570,5.131,~,5.014,~,F6III
2811,HD 59669,*,07,30,51.1340417688,-05,13,35.376106260,07,30,51.1355641022,-05,13,35.397976676,07,28,23.0103251119,-05,07,13.260544341,222.1244306604042,+06.3230577532826,-5.946,-3.089,1.76,~,7.427,6.236,~,5.936,~,K0II
2812,V* U Mon,RV*,07,30,47.4711645432,-09,46,36.757477488,07,30,47.4726829801,-09,46,36.779347713,07,28,24.3477193548,-09,40,14.932047486,226.1414300402621,+04.1536210515476,-7.938,1.260,1.28,8.22,7.00,5.82,~,5.808,~,G8/K0Ib/II
2813,HD 60853,*,07,36,16.6963060656,-08,18,40.686084720,07,36,16.6978308562,-08,18,40.707965828,07,33,51.6763858169,-08,11,56.971819122,225.4984977086509,+06.0438593472105,46.177,3.563,4.22,~,7.802,6.284,~,5.598,~,K5III
2814,HD 61749,*,07,40,35.5234874520,-08,11,07.547493444,07,40,35.5250162210,-08,11,07.569374302,07,38,10.3879834648,-08,04,05.182447513,225.9034690089137,+07.0403948946998,16.913,-25.599,11.39,~,6.153,6.013,~,6.000,~,A2III
2815,* alf Mon,PM*,07,41,14.8325688,-09,33,04.071083,07,41,14.8340986,-09,33,04.092963,07,38,51.4721966,-09,25,59.337298,227.1862665802,+06.5220195820,-74.61,-19.59,22.07,5.83,4.95,3.93,3.16,3.593,2.64,G9.5III-IIIbFe-0.5
2816,HD 59984,PM*,07,32,05.7629164512,-08,52,52.775251032,07,32,05.7644369521,-08,52,52.797124982,07,29,41.9055571693,-08,46,17.242805234,225.5054768975231,+04.8633369907564,-91.986,-167.789,34.88,~,6.431,5.916,~,5.777,~,G0VFe-1.6CH-0.5
2817,HD 61750,*,07,40,21.0200835696,-11,45,09.177559668,07,40,21.0216129569,-11,45,09.199440745,07,37,59.8782494328,-11,38,08.132701714,229.0130771771138,+05.2599373054240,-11.581,-15.576,4.70,~,7.67,6.42,~,6.059,~,K1III
2818,HD 60325,*,07,33,22.1853581952,-14,20,17.902042980,07,33,22.1868768477,-14,20,17.923919881,07,31,04.1139483377,-14,13,45.457384144,230.4539628571851,+02.5195510999976,-3.438,0.411,0.88,5.46,6.17,6.21,~,6.171,~,B2II
2819,* 140 Pup,*,07,40,23.2104428256,-15,15,50.110710444,07,40,23.2119731243,-15,15,50.132591489,07,38,05.9660048623,-15,08,48.182772942,232.0899202281512,+03.5513053184603,-2.171,-27.678,4.69,~,6.503,4.951,~,4.386,~,K3III
2820,V* KQ Pup,s*r,07,33,47.9667844248,-14,31,26.054356260,07,33,47.9683036774,-14,31,26.076234005,07,31,30.1069280578,-14,24,52.052807471,230.6669295008418,+02.5210925040714,-6.997,3.998,1.35,6.67,6.38,4.97,3.41,3.896,2.08,M1Iabe+B2
2821,HD 60855,Be*,07,36,03.8931067344,-14,29,33.978895368,07,36,03.8946297305,-14,29,34.000776287,07,33,45.9288591503,-14,22,50.718051095,230.9053816981651,+03.0159405106616,-7.108,0.542,2.04,4.87,5.58,5.70,5.72,5.634,5.81,B2Ve
2822,HD 61589,*,07,39,24.1967570664,-16,50,50.245268244,07,39,24.1982858676,-16,50,50.267149945,07,37,08.7939768360,-16,43,52.821750924,233.3556137011620,+02.5686963710968,0.407,-14.499,3.44,~,7.86,6.38,~,5.873,~,K3III
2823,HD 60341,PM*,07,33,19.5646164336,-19,24,45.092391408,07,33,19.5661319534,-19,24,45.114268219,07,31,07.3425718231,-19,18,09.092416465,234.8925433580262,+00.0578808648747,24.196,-70.219,10.98,~,6.765,5.630,~,5.329,~,K0III
2824,V* PT Pup,bC*,07,36,41.0352383592,-19,42,08.425020168,07,36,41.0367613517,-19,42,08.446901583,07,34,29.1311022410,-19,35,22.640035348,235.5302721729043,+00.6083677267235,-6.445,3.783,1.57,4.65,5.524,5.699,~,5.670,~,B2II
2825,HD 61774,*,07,40,13.5286102056,-19,39,39.096410976,07,40,13.5301412605,-19,39,39.118292156,07,38,01.4131660789,-19,32,39.652303008,235.9030772969275,+01.3552097197036,-4.271,12.714,4.60,~,7.074,5.921,~,5.602,~,K0III
2826,HD 60532,PM*,07,34,03.1805638968,-22,17,45.843172440,07,34,03.1820794900,-22,17,45.865050646,07,31,54.6967599710,-22,11,12.633811291,237.4979419901021,-01.1897068061136,-40.180,46.791,38.14,5.02,4.94,4.39,~,4.305,~,F6IV-V
2827,HD 60951,*,07,36,07.4118929880,-22,09,37.815648768,07,36,07.4134140230,-22,09,37.837529741,07,33,58.5718611739,-22,02,53.486860211,237.6122990324946,-00.7050423831243,-16.120,-9.799,4.81,8.12,7.33,6.34,~,6.159,~,K1II
2828,HD 61227,*,07,37,16.9304997768,-23,46,31.431935208,07,37,16.9320236010,-23,46,31.453816950,07,35,10.0183947373,-23,39,43.189402716,239.1521937237271,-01.2604174894414,-4.251,5.884,0.59,7.31,6.865,6.361,7.28,6.199,~,F0Ib
2829,HD 60345,*,07,33,09.7759152384,-24,42,38.643307200,07,33,09.7774268714,-24,42,38.665183668,07,31,04.2842222241,-24,36,07.685644983,239.5143502197000,-02.5353761956058,-4.314,22.216,10.64,6.08,5.98,5.83,~,5.828,~,A3III
2830,* m Pup,EB*,07,38,18.0454096,-25,21,53.301669,07,38,18.0469363,-25,21,53.323551,07,36,13.1145662,-25,15,00.261857,240.6522685355,-01.8359896097,-3.03,-7.42,5.27,~,4.58,4.67,~,4.602,~,B8III
2831,* n Pup B,PM*,07,34,19.2571325568,-23,28,29.630454852,07,34,19.2586482360,-23,28,29.652333517,07,32,12.4175935509,-23,21,52.364532017,238.5594582711588,-01.7067741202428,-87.258,-11.556,32.79,~,6.248,5.795,6.57,5.758,8.79,F6V
2832,* n Pup A,PM*,07,34,18.6176573688,-23,28,25.192762896,07,34,18.6191730191,-23,28,25.214641543,07,32,11.7804592410,-23,21,48.504262118,238.5571949911017,-01.7083150958900,-88.134,-0.860,32.75,~,6.200,5.770,6.55,5.718,8.79,F5V
2833,* n Pup,**,07,34,18.61666,-23,28,25.1940,07,34,18.61817,-23,28,25.2159,07,32,11.78428,-23,21,48.5318,238.55719345,-01.70831861,-89.46,-0.33,31.56,5.55,5.52,5.09,~,~,~,F5V+F6V
2834,HD 60666,PM*,07,34,34.7947496856,-27,00,44.190603936,07,34,34.7962642947,-27,00,44.212483016,07,32,32.4272174696,-26,54,09.891480320,241.6870370518249,-03.3664643164718,-46.948,71.571,9.84,~,6.807,5.770,~,5.495,~,K1III
2835,* k01 Pup,*,07,38,49.3751428464,-26,48,06.324538176,07,38,49.3766712078,-26,48,06.346420074,07,36,46.3613712924,-26,41,12.061951474,241.9634147284372,-02.4375495626077,-18.556,11.081,9.03,3.76,4.33,4.50,~,4.632,~,B6V
2836,* k02 Pup,V*,07,38,49.8707332608,-26,48,13.849787556,07,38,49.8722616489,-26,48,13.871669452,07,36,46.8557424509,-26,41,20.083534231,241.9661424073160,-02.4369666194399,-17.567,21.662,8.31,~,4.26,4.429,~,4.422,~,B5IV
2837,HD 61672,*,07,39,26.9807327280,-26,51,47.205032976,07,39,26.9822631147,-26,51,47.226914655,07,37,23.9632838908,-26,44,49.993056919,242.0855515498297,-02.3457753470963,-6.111,1.942,3.57,~,6.385,6.485,~,6.481,~,B5/7V
2838,* p Pup,PM*,07,35,22.8916201248,-28,22,09.605230968,07,35,22.8931367744,-28,22,09.627111155,07,33,22.3745659598,-28,15,28.059398872,242.9636613127765,-03.8662865730534,-60.256,-7.742,13.62,4.13,4.52,4.63,~,4.609,~,B7V
2839,HD 59890,*,07,30,42.6019759200,-30,57,44.209928016,07,30,42.6034736224,-30,57,44.231797986,07,28,45.8918841038,-30,51,21.785234246,244.7642668116494,-05.9958359453934,-11.969,1.055,2.40,6.21,5.58,4.65,3.98,4.404,3.51,G2Iab/b
2840,HD 60646,PM*,07,34,12.8261076192,-33,27,48.345318828,07,34,12.8276171126,-33,27,48.367197313,07,32,19.7890720716,-33,21,14.793833844,247.3337127996542,-06.5262303122247,-55.505,63.566,12.13,~,6.398,6.095,~,6.049,~,A9IV
2841,Cl Bochum 15,OpC,07,40,10.3,-33,32,24,07,40,10.3,-33,32,24,07,38,16.7,-33,25,24,248.0011,-05.4736,-1.95,2.54,~,~,6.74,6.3,~,~,~,~
2842,* f Pup,**,07,37,22.10978,-34,58,06.7109,07,37,22.11130,-34,58,06.7328,07,35,31.00045,-34,51,18.1024,248.97860384,-06.66999781,-14.21,16.32,9.05,4.13,4.44,4.53,4.55,4.405,4.62,B8IV/V
2843,HD 60312,**,07,32,22.2717449,-35,57,40.277462,07,32,22.2732442,-35,57,40.299337,07,30,33.1737907,-35,51,11.047649,249.3759092850,-08.0358009694,-13.30,4.32,5.09,~,6.258,6.346,~,6.329,~,B8V
2844,* z Pup,Be*,07,33,51.0415389912,-36,20,18.212736408,07,33,51.0430448456,-36,20,18.234614248,07,32,02.4146885328,-36,13,43.099748594,249.8536378838095,-07.9482217053662,-7.398,6.062,2.58,4.67,5.37,5.44,5.33,5.382,5.32,B2Vne
2845,* e Pup,*,07,38,43.8986356728,-36,29,48.598167516,07,38,43.9001643917,-36,29,48.620049433,07,36,55.1050980820,-36,22,53.939950335,250.4636973028111,-07.1585647405940,-7.547,5.591,2.79,4.94,5.64,5.80,~,5.750,~,B3III
2846,HD 61453,PM*,07,37,45.0212792088,-38,00,37.531112472,07,37,45.0228031616,-38,00,37.552994366,07,35,58.8709405890,-37,53,49.429530951,251.7124858560485,-08.0512906419533,-11.630,60.315,5.29,~,7.863,6.362,~,5.828,~,K4III
2847,* d04 Pup,Be*,07,39,57.9910948536,-37,34,45.927401196,07,39,57.9926297034,-37,34,45.949282571,07,38,10.8533480920,-37,27,45.797849987,251.5407594852545,-07.4609667390023,-0.830,-4.510,1.91,5.50,5.944,5.996,~,5.972,~,B5IV
2848,* d02 Pup,*,07,39,43.8155696712,-38,08,21.473167920,07,39,43.8171035069,-38,08,21.495049448,07,37,57.7392745086,-38,01,23.320606423,252.0141525606890,-07.7699467185875,-21.877,17.036,4.90,~,5.62,5.77,~,5.782,~,B5V
2849,* d03 Pup,*,07,39,47.8749200736,-38,15,38.348382060,07,39,47.8764542802,-38,15,38.370263546,07,38,01.9502771256,-38,08,39.547186968,252.1281544430284,-07.8162722317525,-10.200,9.511,2.39,~,5.667,5.747,~,5.727,~,B3III
2850,HD 61642,*,07,38,32.5385584080,-38,46,53.359097772,07,38,32.5400863351,-38,46,53.380979715,07,36,47.5180550869,-38,39,57.272940760,252.4726701151234,-08.2801901613600,17.348,-35.548,7.86,~,7.214,6.191,~,5.933,~,G8III
2851,* d01 Pup,*,07,39,27.3383375,-38,18,28.878559,07,39,27.3398700,-38,18,28.900441,07,37,41.5745648,-38,11,31.745735,252.1377936229,-07.8979062292,-21.11,15.81,5.87,3.99,4.65,4.84,4.92,4.772,5.08,B3V
2852,V* V376 Pup,EB*,07,33,13.1584108872,-40,03,30.677621292,07,33,13.1599103857,-40,03,30.699497880,07,31,31.0787895019,-39,56,57.875886445,253.1301060610718,-09.7854961580007,-15.790,6.016,4.41,~,6.130,6.247,~,6.234,~,B8IV(pSi)
2853,V* DU Lyn,LP*,07,46,39.2803879296,+37,31,02.622798768,07,46,39.2818737537,+37,31,02.600931364,07,43,19.3150193781,+37,38,25.111235458,182.3221092202361,+26.4955677023058,28.161,13.084,8.25,8.70,6.76,5.18,~,4.318,~,M3III
2854,HD 61859,SB*,07,42,43.5497932416,+34,00,00.794647512,07,42,43.5513008898,+34,00,00.772769644,07,39,29.3049571973,+34,07,08.767327593,185.8249026714472,+24.7541715864138,-82.768,-1.898,15.43,6.530,6.500,6.060,~,5.940,~,F7V
2855,* pi. Gem,V*,07,47,30.3238244376,+33,24,56.508708672,07,47,30.3253124386,+33,24,56.486844381,07,44,17.1058311750,+33,32,24.631025733,186.7634764743048,+25.5337978655352,-17.480,-28.334,5.55,8.69,6.74,5.14,~,4.415,~,M0III
2856,HD 63589,V*,07,51,02.3572752000,+33,14,01.151159604,07,51,02.3587487462,+33,14,01.129311466,07,47,49.7183444658,+33,21,41.339317280,187.1932792933603,+26.1883973971113,-18.032,6.276,13.81,~,6.206,6.041,~,6.036,~,A2m
2857,* sig Gem,RS*,07,43,18.7269793,+28,53,00.642191,07,43,18.7284884,+28,53,00.620314,07,40,11.3812657,+29,00,22.566265,191.1894273901,+23.2744800232,62.66,-230.32,26.08,6.38,5.41,4.29,3.37,3.858,2.79,K1IIIe
2858,* c Gem,V*,07,44,06.9149708736,+25,47,02.976443160,07,44,06.9164796483,+25,47,02.954568258,07,41,04.0535662381,+25,54,17.716298248,194.4186402594548,+22.3908705499255,-13.326,-20.079,5.02,~,6.829,5.289,~,4.690,~,K4.5III
2859,* bet Gem,PM*,07,45,18.94987,+28,01,34.3160,07,45,18.95137,+28,01,34.2941,07,42,15.51870,+28,08,55.1218,192.22928777,+23.40626890,-626.55,-45.80,96.54,3.00,2.14,1.14,0.39,~,-0.11,K0IIIb
2860,* kap Gem,**,07,44,26.8535692,+24,23,52.787227,07,44,26.8550781,+24,23,52.765353,07,41,25.8259734,+24,31,10.624005,195.8480038195,+21.9722158843,-23.39,-54.57,23.07,5.19,4.49,3.57,2.86,3.238,2.41,G8III-IIIb
2861,* 82 Gem,**,07,48,33.6390438,+23,08,27.524360,07,48,33.6405426,+23,08,27.502500,07,45,34.3650721,+23,15,58.893824,197.4796369802,+22.4000424862,-9.68,-1.49,4.14,7.010,6.740,6.200,~,6.009,~,K0III+A0IV:
2862,* 192 Gem,*,07,43,22.1789286624,+22,23,57.997013388,07,43,22.1804420193,+22,23,57.975136794,07,40,23.5860195235,+22,31,07.873822115,197.7523997101289,+21.0153067844134,-21.741,21.259,9.76,~,7.167,6.229,~,6.004,~,K0III
2863,HD 63889,PM*,07,51,56.7724670976,+19,19,30.305829864,07,51,56.7739633122,+19,19,30.283986710,07,49,02.3746613843,+19,27,16.829738592,201.6195300750071,+21.7195370282851,-49.435,-37.885,7.73,~,7.159,6.032,~,5.724,~,K1III:
2864,* g Gem,SB*,07,46,07.4484186384,+18,30,35.993172960,07,46,07.4499286263,+18,30,35.971303768,07,43,13.8377500707,+18,38,00.533388244,201.8574385099530,+20.1349903886649,-77.972,-51.680,10.51,8.09,6.33,4.87,3.72,4.289,2.89,K4III
2865,HD 61885,V*,07,41,51.8463135120,+13,28,49.641804696,07,41,51.8478347343,+13,28,49.619925392,07,39,03.6662710336,+13,35,56.160749790,206.2791517857918,+17.1688520352537,-36.611,-23.523,3.92,9.450,7.460,5.800,~,4.931,~,M2III
2866,V* NZ Gem,S*,07,42,03.2180829960,+14,12,30.622309884,07,42,03.2196036068,+14,12,30.600430869,07,39,14.1085766802,+14,19,37.178925444,205.6052280521445,+17.5128721262181,-1.762,-9.981,2.73,9.11,7.20,5.56,3.96,4.509,2.54,M3+II-III
2867,HD 62407,*,07,44,14.0581141704,+12,51,36.255466800,07,44,14.0596322086,+12,51,36.233592189,07,41,26.5557087679,+12,58,51.906513614,207.1219292836399,+17.4340126154392,-13.207,-18.525,4.98,9.440,7.800,6.400,~,5.947,~,K0
2868,HD 63352,*,07,49,01.8366480432,+13,22,18.730310808,07,49,01.8381584731,+13,22,18.708452851,07,46,13.7370000858,+13,29,52.592453432,207.1440467807836,+18.7088582854215,37.907,-7.252,4.34,~,7.439,6.066,~,5.611,~,K0III
2869,HD 63475,*,07,49,32.3125118640,+12,48,51.304403952,07,49,32.3140222601,+12,48,51.282548319,07,46,44.9966966928,+12,56,27.716679241,207.7335832248962,+18.5896043579336,-7.993,-18.037,5.50,8.190,7.400,6.410,~,6.173,~,K0
2870,* 11 CMi,V*,07,46,16.2012354264,+10,46,05.706137856,07,46,16.2027524418,+10,46,05.684269144,07,43,31.1006334497,+10,53,29.781481943,209.3269772987997,+17.0008012591387,-30.318,-25.278,10.83,~,5.247,5.237,~,5.225,~,A1Vnn
2871,HD 62286,*,07,43,21.1902461040,+04,56,44.724215940,07,43,21.1917699853,+04,56,44.702339311,07,40,42.2515567057,+05,03,56.994028571,214.4247499985453,+13.7951015587357,-24.027,-14.527,4.59,~,7.85,6.48,~,6.048,~,K0
2872,HD 61887,V*,07,41,35.1550370520,+03,37,29.204863788,07,41,35.1565623921,+03,37,29.182984087,07,38,57.5308725076,+03,44,34.803093120,215.4308006314650,+12.8048800137556,-2.879,-19.994,5.21,~,5.905,5.942,~,5.942,~,B9.5IV/V
2873,HD 63799,**,07,50,47.3952404,+03,16,38.107766,07,50,47.3967625,+03,16,38.085917,07,48,09.9999779,+03,24,20.312058,216.8266031763,+14.6911853865,57.95,-29.96,6.66,~,7.30,6.19,~,5.855,~,K0/1III
2874,V* BC CMi,LP*,07,52,07.1897763792,+03,16,38.436929508,07,52,07.1912980103,+03,16,38.415087347,07,49,29.8311511652,+03,24,28.212588289,216.9835555417874,+14.9864167285513,49.643,-78.206,5.74,~,7.85,6.39,~,4.944,~,M4/5III
2875,HD 62264,**,07,43,05.41813,+00,11,21.5982,07,43,05.41966,+00,11,21.5763,07,40,31.41507,+00,18,32.9253,218.72911142,+11.55999707,1.08,-13.10,5.81,~,7.467,6.310,~,~,~,K0III
2876,V* AZ CMi,dS*,07,44,07.6329929136,+02,24,19.521667764,07,44,07.6345180213,+02,24,19.499792891,07,41,31.3667883576,+02,31,34.638656308,216.8403872585754,+12.8130181296667,-19.009,-8.603,6.72,~,6.67,6.47,~,6.433,~,A5IV
2877,* zet CMi,*,07,51,41.9887267800,+01,46,00.726461076,07,51,41.9902508163,+01,46,00.704616534,07,49,06.4039470833,+01,53,45.233592254,218.3194469039814,+14.1982256502688,-13.704,-4.043,4.00,4.58,5.03,5.16,5.18,5.087,5.33,B8II
2878,HD 63838,*,07,50,53.4235564416,+00,04,46.402807044,07,50,53.4250829970,+00,04,46.380958121,07,48,19.4599482321,+00,12,27.263373258,219.7597380413054,+13.2337545728691,23.371,7.117,5.13,~,7.60,6.37,~,6.012,~,K2/3III
2879,HD 62902,PM*,07,46,02.1905091192,-06,46,21.051193224,07,46,02.1920416360,-06,46,21.073062700,07,43,35.3414269905,-06,38,53.837424609,225.3117926431713,+08.9043040687940,49.223,-94.088,12.65,~,6.888,5.496,~,5.017,~,K5III
2880,HD 63752,*,07,50,10.5764471832,-09,11,00.390967872,07,50,10.5779860700,-09,11,00.412820434,07,47,46.3757138708,-09,03,21.609109212,227.9472142170821,+08.6237444626972,0.026,-0.120,1.70,~,7.051,5.598,~,5.157,~,K2III
2881,HD 63894,*,07,50,55.2408417192,-11,07,42.929924088,07,50,55.2423841855,-11,07,42.951772852,07,48,33.0981907571,-10,59,59.464837311,229.7475240172871,+07.8222411157635,0.619,-34.546,7.50,~,7.291,6.158,~,5.864,~,K0/1III
2882,HD 63655,*,07,49,28.8070286496,-13,21,10.618950528,07,49,28.8085722077,-13,21,10.640806433,07,47,09.1336987119,-13,13,33.824354951,231.5160421937062,+06.4108106103604,-3.267,-11.468,2.77,~,6.141,6.234,~,6.203,~,B8/9II
2883,* 8 Pup,*,07,51,40.8829798872,-12,49,09.850218816,07,51,40.8845259305,-12,49,09.872063461,07,49,20.5217494712,-12,41,24.627838078,231.3198148640629,+07.1415801164393,7.349,-9.493,13.78,~,6.732,6.361,~,6.275,~,F3IV
2884,HD 63696,V*,07,49,39.9757369080,-14,05,07.295981856,07,49,39.9772817269,-14,05,07.317836887,07,47,21.1090635875,-13,57,30.280260173,232.1772734661250,+06.0845878434133,-5.452,-0.843,2.21,~,8.00,6.35,~,5.569,~,K5III
2885,* 9 Pup A,PM*,07,51,46.307556,-13,53,52.83537,07,51,46.309104,-13,53,52.85721,07,49,27.345728,-13,45,50.73777,232.271336481,+06.620536882,-60.0,-338.9,~,~,6.22,5.61,~,~,~,~
2886,* 9 Pup B,PM*,07,51,46.274395,-13,53,52.62564,07,51,46.275943,-13,53,52.64748,07,49,27.312522,-13,45,50.53018,232.271218014,+06.620450073,-60.0,-338.9,~,~,7.30,6.49,~,~,~,~
2887,* 2 Pup A,*,07,45,29.1352793904,-14,41,25.925009208,07,45,29.1368180530,-14,41,25.946880397,07,43,11.0999612389,-14,34,04.259099438,232.1985514309935,+04.9053072064920,-10.562,-20.237,11.72,~,6.045,5.997,~,6.062,~,A5/8
2888,* 10 Pup,*,07,52,18.8789126688,-14,50,46.240541988,07,52,18.8804629739,-14,50,46.262383020,07,50,00.7640651897,-14,42,58.979622213,233.1627361690849,+06.2576198102014,-7.120,0.329,1.47,6.29,6.056,5.689,7.01,5.603,~,F1Ia
2889,* 4 Pup,*,07,45,56.8695645744,-14,33,49.698704304,07,45,56.8711038929,-14,33,49.720574065,07,43,38.6780689926,-14,26,27.534657162,232.1437272081802,+05.0652440157620,-10.782,5.991,14.76,~,5.342,5.026,~,4.935,~,F2V
2890,HD 63112,*,07,46,44.7130876128,-12,40,31.134533952,07,46,44.7146263727,-12,40,31.156401039,07,44,24.4087389870,-12,33,05.569278980,230.5915661128468,+06.1688203953011,-11.358,-0.943,3.89,~,6.364,6.386,~,6.379,~,B9III
2891,V* QY Pup,s*r,07,47,38.5262364936,-15,59,26.481207696,07,47,38.5277802038,-15,59,26.503071459,07,45,21.8440777578,-15,51,57.510196842,233.5899193650845,+04.7093520727171,-2.017,3.596,0.32,~,8.095,6.309,~,5.747,~,K1Ia-Iab
2892,HD 63323,V*,07,47,45.2073084600,-16,00,52.138652148,07,47,45.2088524002,-16,00,52.160515475,07,45,28.5701971390,-15,53,22.528889001,233.6240154522856,+04.7206437137977,-8.514,-0.428,1.42,10.10,8.13,6.43,~,5.595,~,K5II/III
2893,* 6 Pup,PM*,07,49,41.2014260640,-17,13,42.270476016,07,49,41.2029752049,-17,13,42.292330950,07,47,25.6396016836,-17,05,59.253162028,234.9106667881122,+04.5124742702028,54.538,-117.165,12.69,~,6.462,5.162,~,4.761,~,K3III
2894,HD 63734,PM*,07,49,40.7610411960,-19,30,19.864369872,07,49,40.7625935188,-19,30,19.886224841,07,47,28.2288834402,-19,22,41.912326900,236.8806521680910,+03.3623352203961,-61.140,-14.128,8.46,~,7.72,6.48,~,6.107,~,K2III
2895,HD 63822,*,07,50,05.6684669112,-19,31,24.769382232,07,50,05.6700201954,-19,31,24.791235197,07,47,52.9526095123,-19,23,46.238074589,236.9457864445201,+03.4376089860696,-8.710,6.346,2.35,~,7.361,6.091,~,5.752,~,K1III
2896,HD 62082,V*,07,41,23.5281960888,-22,20,12.185538432,07,41,23.5297308530,-22,20,12.207418391,07,39,14.5683326338,-22,13,08.080637442,238.3645405884528,+00.2703408520426,4.940,14.187,3.80,~,7.777,6.160,~,5.262,~,M0/1III
2897,HD 64152,PM*,07,51,43.0248909216,-21,10,25.176344988,07,51,43.0264506598,-21,10,25.198189434,07,49,32.3027727132,-21,02,41.646834602,238.5629960216257,+02.9274844360539,-46.249,33.770,11.22,~,6.569,5.607,~,5.363,~,G9III
2898,HD 63271,*,07,47,12.5542841784,-22,31,10.235001252,07,47,12.5558343624,-22,31,10.256866661,07,45,03.5541717993,-22,23,43.030186953,239.1940559969903,+01.3438982765522,-7.054,10.293,2.71,4.90,5.68,5.87,~,5.856,~,B1/2V
2899,V* V390 Pup,EB*,07,44,34.1696593944,-24,40,26.686528896,07,44,34.1712044040,-24,40,26.708402654,07,42,27.9913552648,-24,33,09.506192671,240.7546009611749,-00.2601305342245,-4.328,5.513,1.69,~,5.43,5.60,~,5.572,~,B2II
2900,* 188 Pup,**,07,49,01.6737253704,-24,54,44.089717860,07,49,01.6752837524,-24,54,44.111575829,07,46,55.6162217761,-24,47,10.334505332,241.4696282926961,+00.4944100627800,-28.489,23.378,16.19,~,6.056,5.313,~,5.089,~,G1.5IIIFe-0.5
2901,HD 64042,*,07,51,00.0796,-24,31,42.800,07,51,00.0812,-24,31,42.822,07,48,53.3267,-24,23,58.803,241.3670079,+01.0753781,-3.780,-28.503,7.12,~,6.459,6.478,~,6.510,~,B9.5V
2902,* ksi Pup,*,07,49,17.6556658,-24,51,35.230469,07,49,17.6572249,-24,51,35.252326,07,47,11.4281538,-24,43,59.232471,241.4550361796,+00.5730763438,-4.81,-0.89,2.72,5.72,4.56,3.30,2.43,2.883,1.88,G6Ib
2903,HD 62412,*,07,42,48.1523787648,-26,21,04.775421528,07,42,48.1539196400,-26,21,04.797299254,07,40,44.2388470120,-26,13,52.710832424,242.0104481772861,-01.4413683728922,-3.197,-29.958,9.90,~,6.615,5.628,~,5.367,~,K1III
